name,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
'555_P-24_m_S-4_PS-S',1.906002e+001,1.550045e-001,1.616922e+001,2.000428e+001,2.145141e+001,5.282187e+000,3.258514e+002,3.384666e+002,4.179619e+001,2.255258e+001,2.837963e-001,8.832010e-001,7.258952e-002,1.840491e-001,5.153354e-001,4.427459e-001,5.328380e+000,1.947908e+000,5.017449e+000,3.239604e+000,1.602640e-001,8.497869e-001,3.826658e+001,2.919879e-001,-8.012730e-001,-9.097106e+000,1.871197e+001,6.432155e-001,1.301890e+001,8.319185e-001,6.506929e-002,1.941069e+000,1.747472e+000,8.757164e-001,2.157224e-001,2.502533e+001,8.127581e+000,3.481394e+000,2.276956e+001,7.583660e-001,4.882072e+002,3.960947e-001,1.355510e+003,2.435271e-001,-9.468396e+001,-9.271682e-001,1.466507e+003,1.557393e-001,1.031967e+003,2.701808e-001,-1.015371e+002,-7.995259e-001,2.500376e+003,9.341057e-002,8.988658e+002,3.527650e-001,-1.048875e+002,-7.471576e-001,-1.805845e+001,-2.969409e-001,2.790355e+001,2.226170e-001,-2.511947e-002,-1.151606e+000,-1.677163e-002,-8.352960e-001,2.379162e-001,5.756775e-001,4.275623e+001,2.493923e-001,-1.722258e+000,-5.094094e+000,2.155749e+001,6.794672e-001,1.217223e+001,1.103274e+000,-1.981906e+001,3.114727e+001,-5.770897e-002,-6.546130e-003,6.281432e-002,3.329223e+000,2.732919e+000,1.868182e-001,1.705975e-001,1.178571e-001,1.098167e-001,-3.490640e+001
'556_P-05_m_S-5_PS-M',2.238004e+001,7.485116e-002,2.105354e+001,2.229993e+001,2.394202e+001,2.888475e+000,4.071962e+001,2.285835e+001,2.142179e+001,1.159380e+001,1.053799e+000,5.330384e-001,5.935237e-001,1.040352e+000,1.549566e+000,9.560425e-001,1.290357e+001,7.229777e+000,1.171131e+001,5.862837e+000,7.133182e-001,6.347688e-001,3.034724e+001,6.069022e-001,9.998652e+000,1.208225e+000,2.511285e+001,5.314435e-001,-8.078358e-001,-1.361388e+001,2.900041e-002,1.010517e+000,1.375439e+000,8.550444e-001,3.979446e+000,7.738347e-001,7.018523e+000,1.144660e+000,2.469801e+001,3.626418e-001,5.114766e+002,3.650476e-001,1.257154e+003,2.074258e-001,-3.510833e+001,-1.710202e+000,1.526761e+003,1.525429e-001,1.080156e+003,4.276511e-001,-4.849918e+001,-1.125791e+000,2.492555e+003,1.268190e-001,9.637494e+002,4.732350e-001,-5.086439e+001,-1.051468e+000,-1.853833e+001,-4.177353e-001,2.638257e+001,3.335748e-001,5.287968e-003,5.134472e+000,-3.077337e-002,-4.241075e-001,7.872457e-001,5.314122e-001,3.408648e+001,4.643784e-001,8.655733e+000,1.387746e+000,2.657467e+001,4.956982e-001,-1.074856e+000,-1.017064e+001,-6.560992e+000,1.326463e+001,1.291419e-002,-1.038412e-002,2.942835e-001,5.151515e+000,1.234568e+000,7.000000e-001,2.763150e-001,8.500000e-002,4.031129e-002,-2.151079e+001
'557_P-13_m_S-3_PS-F',2.588942e+001,8.722916e-002,2.393457e+001,2.541183e+001,2.798106e+001,4.046497e+000,6.333028e+001,1.040929e+002,2.176546e+001,1.337931e+001,1.352432e+000,7.269382e-001,2.378778e-001,1.419466e+000,2.404569e+000,2.166691e+000,1.916278e+001,7.824635e+000,1.444854e+001,9.274652e+000,8.348207e-001,8.272357e-001,2.572188e+001,5.588384e-001,4.705433e+000,2.997287e+000,1.700657e+001,9.154401e-001,7.841303e+000,1.620779e+000,3.036117e-002,1.054364e+000,1.352589e+000,8.889763e-001,5.203432e+000,5.718559e-001,4.577520e+000,1.954311e+000,1.623444e+001,4.856478e-001,4.479179e+002,4.215163e-001,1.164690e+003,1.717579e-001,-4.934462e+001,-1.506879e+000,1.425221e+003,1.426932e-001,9.156400e+002,3.320358e-001,-5.408004e+001,-1.279589e+000,2.339485e+003,1.184120e-001,7.774172e+002,2.567069e-001,-5.613271e+001,-1.209326e+000,-1.297203e+001,-5.839951e-001,2.213800e+001,3.516760e-001,2.340476e-002,1.596792e+000,-1.884190e-002,-6.014137e-001,1.011199e+000,6.479142e-001,2.986885e+001,3.532920e-001,2.567920e+000,5.666707e+000,1.947482e+001,7.795372e-001,8.245258e+000,1.625413e+000,-9.497720e+000,1.793579e+001,1.181590e-002,-8.770615e-003,1.609714e-001,3.703704e+000,1.253919e+000,6.375000e-001,7.092381e-001,1.350000e-001,1.016120e-001,-2.082832e+001
'558_P-24_m_S-5_PS-S',1.963388e+001,1.436020e-001,1.834534e+001,1.991810e+001,2.130217e+001,2.956829e+000,1.879392e+002,2.034418e+002,8.448167e+001,1.523560e+002,2.834519e-001,9.906476e-001,7.300033e-002,1.877729e-001,4.296701e-001,3.566698e-001,6.725976e+000,3.975886e+000,5.255489e+000,3.998665e+000,1.738317e-001,8.824873e-001,3.728123e+001,3.009534e-001,-9.240547e-001,-8.858209e+000,1.959282e+001,6.033606e-001,1.726382e+001,4.604402e-001,6.159602e-002,1.765790e+000,1.904998e+000,7.907869e-001,1.173252e+000,3.827026e+000,9.457682e+000,1.685925e+000,2.534523e+001,2.816088e-001,5.129644e+002,3.866372e-001,1.341654e+003,1.579551e-001,-1.059916e+002,-8.420801e-001,1.514305e+003,1.565085e-001,1.042463e+003,3.093293e-001,-1.119149e+002,-7.428474e-001,2.478960e+003,1.005327e-001,9.421333e+002,4.226847e-001,-1.138815e+002,-7.149669e-001,-1.878772e+001,-3.234838e-001,2.868080e+001,2.797980e-001,-3.282009e-002,-9.712617e-001,-1.276688e-002,-9.786726e-001,2.654414e-001,5.925232e-001,4.197392e+001,2.353652e-001,-1.871788e+000,-5.333706e+000,2.522964e+001,4.979554e-001,1.798949e+001,5.196362e-001,-2.019287e+001,3.229154e+001,-6.444369e-002,-4.501000e-003,8.211216e-002,2.358491e+000,2.694136e+000,1.776471e-001,2.382912e-001,1.735294e-001,2.083815e-001,-3.455133e+001
'559_P-24_m_S-6_PS-S',1.934555e+001,1.386390e-001,1.787731e+001,1.982724e+001,2.163122e+001,3.753912e+000,2.553699e+002,2.958719e+002,1.024155e+002,1.861841e+002,3.235697e-001,1.072643e+000,7.383618e-002,1.760053e-001,5.229406e-001,4.491045e-001,6.211569e+000,2.393387e+000,6.799294e+000,4.882990e+000,1.873815e-001,8.836159e-001,3.801987e+001,2.645098e-001,-2.010437e+000,-4.668449e+000,1.923996e+001,5.079924e-001,1.401880e+001,6.260353e-001,5.058067e-002,1.338390e+000,1.841216e+000,7.954773e-001,1.078843e+000,3.975956e+000,1.274164e+001,2.064120e+000,2.536837e+001,4.435622e-001,5.503950e+002,3.992184e-001,1.376579e+003,1.721365e-001,-9.568611e+001,-9.000266e-001,1.535089e+003,1.714173e-001,1.101416e+003,2.116255e-001,-1.012501e+002,-8.005269e-001,2.527001e+003,1.194457e-001,9.641844e+002,3.822957e-001,-1.041578e+002,-7.548266e-001,-1.865834e+001,-3.797838e-001,2.882231e+001,3.041416e-001,-3.694567e-002,-9.263505e-001,-1.429342e-002,-7.349469e-001,2.784967e-001,5.937257e-001,4.206794e+001,2.184084e-001,-2.933952e+000,-3.932652e+000,2.192248e+001,5.006087e-001,1.428006e+001,7.588311e-001,-1.960126e+001,3.122534e+001,-5.859469e-002,-5.591772e-003,7.002264e-002,2.536716e+000,3.225806e+000,1.637500e-001,1.721388e-001,1.350000e-001,1.745579e-001,-3.378068e+001
'560_P-24_m_S-1_PS-S',1.751331e+001,1.894080e-001,1.351427e+001,1.829986e+001,2.091892e+001,7.404655e+000,3.285883e+001,1.613383e+001,5.112141e+001,2.737173e+001,2.060617e-001,1.351045e+000,6.964492e-002,7.694259e-002,2.493559e-001,1.797109e-001,2.774911e+000,1.909185e+000,9.384633e-001,0,1.064354e-001,1.062462e+000,3.632552e+001,2.305019e-001,-3.058095e-001,-1.660060e+001,1.589619e+001,7.147245e-001,1.439071e+001,4.686942e-001,4.857481e-002,5.597556e-001,1.586607e+000,9.591574e-001,-5.745229e-002,-8.739468e+001,4.410282e+000,9.189981e+000,1.417010e+001,1.812371e+000,6.089334e+002,3.773515e-001,1.327660e+003,1.197185e-001,-1.306062e+002,-6.429998e-001,1.614779e+003,1.837741e-001,1.054414e+003,1.518698e-001,-1.347408e+002,-5.847366e-001,2.575172e+003,1.372256e-001,8.785457e+002,2.289988e-001,-1.359628e+002,-5.698530e-001,-1.825097e+001,-3.257859e-001,2.877556e+001,2.300514e-001,-3.654182e-002,-9.427601e-001,-1.173607e-002,-8.999178e-001,1.988409e-001,7.224686e-001,3.959312e+001,2.706876e-001,-1.522916e+000,-4.604412e+000,1.885953e+001,8.872011e-001,1.313715e+001,6.968303e-001,-2.272058e+001,3.554515e+001,-6.666900e-002,-3.920895e-003,5.290489e-002,6.711410e-001,2.083333e+000,1.833333e-001,1.673984e-001,2.100000e-001,1.419507e-001,-3.612106e+001
'561_P-24_m_S-2_PS-S',1.923961e+001,1.353623e-001,1.724917e+001,1.953854e+001,2.124805e+001,3.998880e+000,3.137862e+002,3.391014e+002,-4.756382e+000,4.731136e+001,2.787778e-001,1.054918e+000,7.105096e-002,1.678802e-001,3.972782e-001,3.262273e-001,4.717597e+000,3.498806e+000,5.880930e+000,3.671692e+000,1.767995e-001,9.311061e-001,3.855728e+001,2.903613e-001,-2.433386e+000,-3.446140e+000,1.752702e+001,5.920547e-001,1.690396e+001,4.783391e-001,6.436104e-002,1.035834e+000,1.615391e+000,6.994808e-001,8.649147e-001,4.994676e+000,6.628784e+000,3.214885e+000,2.424850e+001,5.615777e-001,5.036367e+002,4.021905e-001,1.320337e+003,1.510690e-001,-1.087375e+002,-8.096329e-001,1.472807e+003,1.518953e-001,1.044309e+003,2.446567e-001,-1.148189e+002,-7.139977e-001,2.443836e+003,1.141294e-001,9.678571e+002,4.767823e-001,-1.174554e+002,-6.772132e-001,-1.805807e+001,-3.305300e-001,2.876447e+001,2.340260e-001,-2.889980e-002,-1.086224e+000,-1.252243e-002,-8.347844e-001,2.938856e-001,5.497001e-001,4.445605e+001,2.186064e-001,-3.596681e+000,-3.002975e+000,2.078112e+001,6.384181e-001,1.782935e+001,6.064045e-001,-1.940438e+001,3.132333e+001,-6.053720e-002,-3.430129e-003,6.881405e-002,2.675585e+000,2.721089e+000,1.662500e-001,9.923929e-002,1.812500e-001,2.058177e-001,-3.450620e+001
'562_P-24_m_S-3_PS-S',1.986082e+001,1.213871e-001,1.871539e+001,2.020837e+001,2.185254e+001,3.137148e+000,2.159321e+002,2.194020e+002,8.348402e+001,6.632626e+001,3.825296e-001,9.059471e-001,7.288015e-002,2.481247e-001,7.632791e-001,6.903990e-001,5.701753e+000,2.747432e+000,5.180220e+000,2.477344e+000,1.977844e-001,8.015745e-001,3.914339e+001,2.697306e-001,-2.927237e+000,-2.745043e+000,1.946978e+001,6.310325e-001,1.494548e+001,6.307201e-001,5.132172e-002,1.454904e+000,1.641244e+000,9.434691e-001,1.561656e+000,3.050706e+000,7.375396e+000,1.752918e+000,2.152531e+001,5.405527e-001,4.897830e+002,3.329656e-001,1.290323e+003,1.623949e-001,-9.347750e+001,-9.647082e-001,1.474037e+003,1.333298e-001,9.866194e+002,2.465130e-001,-9.987341e+001,-8.424169e-001,2.467560e+003,8.934278e-002,8.987379e+002,3.170634e-001,-1.023696e+002,-8.009861e-001,-1.643770e+001,-2.818145e-001,2.569241e+001,2.486264e-001,-2.121940e-002,-1.533037e+000,-1.767677e-002,-7.439759e-001,2.916332e-001,4.852736e-001,4.281089e+001,2.505406e-001,-4.972522e+000,-1.958184e+000,2.285028e+001,6.542923e-001,1.373975e+001,8.394923e-001,-2.144966e+001,3.361729e+001,-6.145421e-002,-5.996969e-003,7.908964e-002,2.981652e+000,2.552204e+000,2.109091e-001,2.305115e-001,1.572727e-001,1.632673e-001,-3.260820e+001
'563_P-24_m_S-4_PS-S',1.983069e+001,1.270000e-001,1.781051e+001,2.008350e+001,2.216403e+001,4.353523e+000,1.378978e+002,1.211412e+002,4.609207e+001,3.864088e+001,4.452868e-001,6.726078e-001,1.198166e-001,3.961134e-001,7.586503e-001,6.388337e-001,6.034960e+000,2.875156e+000,7.085668e+000,3.222901e+000,2.537159e-001,6.027839e-001,4.001769e+001,2.820646e-001,-1.327331e-001,-6.816980e+001,2.386362e+001,6.190482e-001,1.115134e+001,1.223539e+000,5.387636e-002,1.150156e+000,1.715625e+000,9.566986e-001,1.967975e+000,2.091356e+000,6.045640e+000,1.839874e+000,2.461900e+001,4.152306e-001,4.754597e+002,3.883426e-001,1.322615e+003,1.913531e-001,-5.325345e+001,-1.403522e+000,1.440405e+003,1.532837e-001,1.030594e+003,3.994088e-001,-6.385835e+001,-1.084729e+000,2.447867e+003,9.287933e-002,8.424233e+002,3.297733e-001,-6.747590e+001,-9.983846e-001,-1.852231e+001,-2.825479e-001,2.696580e+001,2.480242e-001,-1.676956e-002,-1.723820e+000,-1.770664e-002,-7.774758e-001,3.059043e-001,4.485302e-001,4.330976e+001,2.213235e-001,-9.248185e-001,-1.066409e+001,2.637079e+001,5.982280e-001,1.019383e+001,1.479626e+000,-2.015626e+001,3.005709e+001,-6.047593e-002,-7.984401e-003,9.598792e-002,4.501608e+000,2.295082e+000,3.300000e-001,1.928730e-001,7.375000e-002,4.060095e-002,-3.147689e+001
'564_P-24_m_S-4_PS-S',1.916835e+001,1.878917e-001,1.483685e+001,1.964213e+001,2.248874e+001,7.651894e+000,2.062329e+002,2.400927e+002,5.923068e+001,3.883252e+001,3.307134e-001,8.392919e-001,8.973547e-002,2.333579e-001,5.747334e-001,4.849980e-001,5.413219e+000,2.540518e+000,5.180780e+000,3.900799e+000,1.759935e-001,7.690412e-001,3.614215e+001,3.821608e-001,-1.756466e+000,-4.962074e+000,1.775933e+001,5.649118e-001,1.441112e+001,6.158823e-001,6.912397e-002,1.334259e+000,1.958411e+000,8.578242e-001,3.450562e-001,1.576416e+001,7.249886e+000,2.306728e+000,2.100246e+001,6.873375e-001,5.204969e+002,3.552976e-001,1.391201e+003,1.532917e-001,-8.103229e+001,-1.056803e+000,1.480820e+003,1.341439e-001,1.091307e+003,2.182552e-001,-8.731184e+001,-9.265731e-001,2.480126e+003,8.642395e-002,9.517885e+002,3.320937e-001,-9.059520e+001,-8.676292e-001,-1.723683e+001,-3.148866e-001,2.759538e+001,2.517296e-001,-3.204259e-002,-7.532643e-001,-1.362986e-002,-9.080294e-001,2.372857e-001,5.701164e-001,4.192962e+001,2.579669e-001,-3.513742e+000,-2.588634e+000,1.945687e+001,5.856214e-001,1.578287e+001,5.744722e-001,-1.734869e+001,2.766253e+001,-5.395716e-002,-4.222036e-003,7.468065e-002,3.858521e+000,2.295082e+000,2.685714e-001,2.055952e-001,1.237500e-001,1.069974e-001,-3.403275e+001
'565_P-24_m_S-5_PS-S',1.948633e+001,1.432799e-001,1.820022e+001,2.003267e+001,2.139921e+001,3.198990e+000,3.501239e+002,3.729020e+002,7.667306e+001,9.695694e+001,3.291337e-001,8.973117e-001,7.346057e-002,2.453742e-001,5.260361e-001,4.525756e-001,7.419877e+000,3.402146e+000,5.207834e+000,3.808536e+000,2.106770e-001,8.081636e-001,3.662160e+001,3.452236e-001,-2.881338e-001,-2.949413e+001,2.029358e+001,6.255193e-001,1.705575e+001,4.978371e-001,5.167435e-002,9.533220e-001,2.183791e+000,7.929960e-001,1.349741e-001,3.613992e+001,8.868136e+000,2.478312e+000,2.485629e+001,4.988856e-001,5.440215e+002,4.182031e-001,1.330328e+003,1.574629e-001,-8.797144e+001,-9.748109e-001,1.551115e+003,1.723202e-001,1.008090e+003,2.201267e-001,-9.554313e+001,-8.289521e-001,2.544861e+003,1.269302e-001,8.960012e+002,3.000249e-001,-9.756097e+001,-7.979807e-001,-1.954725e+001,-3.052553e-001,2.912073e+001,2.714729e-001,-3.443864e-002,-9.261767e-001,-1.235214e-002,-1.024776e+000,2.976596e-001,5.415363e-001,4.200280e+001,2.310975e-001,-5.240591e-001,-1.838749e+001,2.548966e+001,4.921211e-001,1.756747e+001,5.656715e-001,-1.716590e+001,2.802350e+001,-5.511492e-002,-4.525193e-003,8.308323e-002,2.671756e+000,2.707930e+000,2.071428e-001,1.805717e-001,1.129412e-001,7.559681e-002,-3.289030e+001
'566_P-24_m_S-6_PS-S',1.940831e+001,1.333769e-001,1.841407e+001,1.999239e+001,2.142196e+001,3.007889e+000,2.195387e+002,2.818428e+002,3.870938e+001,3.375821e+001,3.411740e-001,9.796713e-001,7.247390e-002,2.199225e-001,5.905893e-001,5.181154e-001,5.951487e+000,2.574551e+000,7.397922e+000,5.185232e+000,1.923455e-001,8.515465e-001,3.843006e+001,3.014988e-001,-2.007335e+000,-4.637011e+000,1.802993e+001,6.000441e-001,1.478106e+001,6.658383e-001,5.413786e-002,1.172160e+000,1.817267e+000,7.835148e-001,8.119963e-001,5.899459e+000,8.686990e+000,2.161904e+000,2.398281e+001,5.775066e-001,5.546652e+002,4.109297e-001,1.357170e+003,1.586534e-001,-9.334463e+001,-9.270313e-001,1.531024e+003,1.801084e-001,1.070769e+003,1.994511e-001,-9.899260e+001,-8.258238e-001,2.513266e+003,1.203062e-001,9.398405e+002,3.359267e-001,-1.022974e+002,-7.730344e-001,-1.778221e+001,-3.323444e-001,2.852909e+001,2.770277e-001,-3.242350e-002,-8.036959e-001,-1.215254e-002,-8.816215e-001,2.887087e-001,5.416422e-001,4.284438e+001,2.481635e-001,-3.348894e+000,-3.333042e+000,2.135538e+001,5.658586e-001,1.421639e+001,8.432825e-001,-1.964350e+001,3.191657e+001,-6.040496e-002,-4.489960e-003,6.360244e-002,2.900553e+000,2.781641e+000,1.910000e-001,2.118230e-001,1.170833e-001,1.158116e-001,-3.323417e+001
'567_P-24_m_S-1_PS-S',1.774695e+001,1.709064e-001,1.363828e+001,1.893913e+001,2.009247e+001,6.454190e+000,1.200983e+002,6.169175e+001,4.731614e+001,2.242040e+001,1.937523e-001,1.053485e+000,7.356326e-002,8.144850e-002,3.341351e-001,2.605718e-001,1.832290e+000,9.829561e-001,2.574391e+000,6.145631e-001,1.220019e-001,1.146639e+000,3.522135e+001,3.070806e-001,-1.148249e+000,-4.901700e+000,1.751041e+001,6.174551e-001,1.559442e+001,6.010206e-001,2.033721e-002,8.123744e-001,1.542450e+000,8.442931e-001,-6.713935e-001,-7.924902e+000,5.225296e+000,7.391379e+000,1.619270e+001,2.041037e+000,5.566944e+002,4.402466e-001,1.322657e+003,1.555932e-001,-1.280799e+002,-6.591737e-001,1.539315e+003,1.860224e-001,1.051323e+003,1.647805e-001,-1.325331e+002,-5.940909e-001,2.565107e+003,1.545027e-001,9.531773e+002,2.211926e-001,-1.341480e+002,-5.739636e-001,-1.830685e+001,-2.285866e-001,3.073338e+001,1.749309e-001,-3.608263e-002,-7.750092e-001,-1.155794e-002,-7.061134e-001,2.303564e-001,7.777102e-001,4.232623e+001,2.456277e-001,-2.881901e+000,-2.415832e+000,2.030029e+001,6.968934e-001,1.586833e+001,8.649460e-001,-2.028083e+001,3.125686e+001,-6.141838e-002,-5.657340e-003,5.802546e-002,1.342282e+000,3.496504e+000,1.020000e-001,1.278124e-001,1.640000e-001,9.329523e-002,-3.816748e+001
'568_P-13_m_S-4_PS-F',2.712863e+001,1.192651e-001,2.414301e+001,2.667909e+001,2.957718e+001,5.434175e+000,8.040451e+001,7.763570e+001,2.175191e+001,8.904117e+000,1.263664e+000,7.813774e-001,1.836039e-001,1.127270e+000,2.251067e+000,2.067463e+000,1.884688e+001,8.569112e+000,1.580305e+001,7.271063e+000,9.227787e-001,9.135976e-001,2.536282e+001,5.386411e-001,7.783810e+000,1.815725e+000,1.578213e+001,9.160202e-001,3.411098e+000,3.588504e+000,4.025470e-002,1.116062e+000,1.238714e+000,7.454674e-001,4.709009e+000,7.684084e-001,5.413332e+000,1.451059e+000,1.911528e+001,5.169384e-001,4.709664e+002,3.927288e-001,1.186854e+003,1.764785e-001,-5.094194e+001,-1.496567e+000,1.453246e+003,1.606670e-001,8.759327e+002,3.710370e-001,-5.631979e+001,-1.254288e+000,2.435951e+003,1.291336e-001,7.359774e+002,3.414886e-001,-5.878737e+001,-1.177012e+000,-1.376546e+001,-4.996131e-001,2.170501e+001,3.402484e-001,4.216796e-002,1.018901e+000,-2.115273e-002,-4.880249e-001,1.148444e+000,7.009180e-001,2.818798e+001,4.492843e-001,6.620551e+000,2.227427e+000,1.677816e+001,9.272733e-001,3.195143e+000,4.193704e+000,-1.187396e+001,2.157594e+001,-3.418412e-003,-1.000047e-002,7.389449e-002,4.198473e+000,1.348748e+000,5.828571e-001,4.557792e-001,1.600000e-001,1.045626e-001,-2.026782e+001
'569_P-24_m_S-1_PS-L',2.049671e+001,1.271893e-001,1.997255e+001,2.078080e+001,2.258706e+001,2.614513e+000,7.384553e+001,2.379622e+001,-6.038117e+000,1.463485e+001,2.878885e-001,1.139353e+000,7.527489e-002,9.741978e-002,6.240924e-001,5.488175e-001,2.353144e+000,1.889243e+000,3.029701e+000,2.408590e-001,1.339962e-001,9.459409e-001,3.794844e+001,2.951334e-001,-2.867909e+000,-2.204440e+000,1.688286e+001,8.166317e-001,1.304136e+001,9.542502e-001,2.052367e-002,6.153083e-001,1.252703e+000,8.714041e-001,3.144293e+000,9.427718e-001,6.417026e+000,4.929316e-001,2.387601e+001,2.282129e-001,5.735444e+002,4.104781e-001,1.350421e+003,1.105394e-001,-1.267635e+002,-6.863646e-001,1.575165e+003,2.155530e-001,1.081834e+003,2.216606e-001,-1.306519e+002,-6.247214e-001,2.554026e+003,1.270681e-001,1.014025e+003,4.344441e-001,-1.324398e+002,-6.009477e-001,-1.810177e+001,-3.122694e-001,3.203838e+001,1.854536e-001,-3.519055e-002,-8.600343e-001,-1.248730e-002,-1.034608e+000,2.639234e-001,4.409128e-001,4.604977e+001,2.084815e-001,-4.032286e+000,-1.981891e+000,2.304402e+001,8.227334e-001,7.280115e+000,2.333936e+000,-1.999392e+001,3.241336e+001,-6.339172e-002,-3.646833e-003,5.283884e-002,1.342282e+000,2.083333e+000,1.766667e-001,1.934482e-001,1.620000e-001,1.066583e-001,-3.304648e+001
'570_P-24_m_S-1_PS-L',1.834811e+001,2.061871e-001,1.369848e+001,1.933630e+001,2.206038e+001,8.361901e+000,4.429635e+001,1.374374e+001,3.102363e+001,0,2.170729e-001,1.142736e+000,7.393429e-002,7.783830e-002,3.190366e-001,2.451023e-001,8.564496e-001,3.772518e-001,9.332238e-001,0,1.161117e-001,9.813708e-001,3.874701e+001,2.838127e-001,-1.149147e+000,-3.757588e+000,1.563416e+001,7.734696e-001,1.458872e+001,7.322193e-001,4.134939e-002,5.948843e-001,1.162541e+000,8.500827e-001,2.589392e-001,2.140450e+001,3.444642e+000,1.093780e+001,1.294232e+001,2.442863e+000,5.300575e+002,3.424907e-001,1.444893e+003,1.266091e-001,-1.272979e+002,-6.660440e-001,1.499093e+003,1.633776e-001,1.129610e+003,1.588339e-001,-1.305975e+002,-6.074076e-001,2.514818e+003,1.099531e-001,9.711375e+002,2.133742e-001,-1.333313e+002,-5.715048e-001,-1.849630e+001,-2.069844e-001,3.239135e+001,1.550922e-001,-3.782347e-002,-6.092260e-001,-1.418318e-002,-7.374513e-001,2.052480e-001,6.752384e-001,4.537472e+001,2.514576e-001,-2.238326e+000,-2.369345e+000,1.776928e+001,9.889970e-001,9.861216e+000,1.510739e+000,-2.206090e+001,3.505603e+001,-7.243501e-002,-4.150019e-003,6.108056e-002,6.711410e-001,2.777778e+000,1.325000e-001,1.321694e-001,1.560000e-001,1.976461e-001,-3.468278e+001
